ticker,name,sector,industry,quant_rating,quant_score,val_grade,growth_grade,profit_grade,mom_grade,rev_grade,val_s,growth_s,profit_s,mom_s,rev_s,analyst_label,num_analysts,upside,div_yield,price,market_cap,pe_ttm,pe_fwd,rev_growth,earn_growth,roe,net_margin,mom_3m,mom_6m,mom_12m
ECPG,"Encore Capital Group, Inc.",Financial Services,Credit Services,Buy,4.290054937917313,A-,A+,A-,A+,C+,83.25500736608278,95.98393574297188,81.6886558379266,98.80000000000001,35.77235772357724,Buy,3,23.47523525018669,0.0,66.95,1493231104.0,6.136572,5.0131035,0.783,,0.29452,0.1452,21.001261132117733,51.12867077431209,
EIX,Edison International,Utilities,Utilities - Regulated Electric,Buy,4.2228285153381595,A,A+,A,A+,F,89.57607636859537,97.24358974358975,94.0,96.61016949152543,1.694915254237288,Hold,13,3.3626691093573857,4.91,70.96,27304763392.0,6.1437225,10.878496,0.308,4.463,0.24103001,0.23083,25.247497169401733,30.041672643830108,
SSRM,SSR Mining Inc.,Basic Materials,Gold,Buy,4.178497456070772,B,A+,A-,A-,A-,64.088723104737,97.91666666666667,76.2861491628615,82.01103500761035,75.34246575342466,Strong Buy,5,37.42789277231082,0.0,29.47,5992025600.0,15.929729,6.578125,0.614,29.672,0.087740004,0.24285,38.097468553327005,29.48154527082716,
MU,"Micron Technology, Inc.",Technology,Semiconductors,Buy,4.1667152023479765,C+,A,A-,A+,A-,42.95450941620659,92.77857915614857,76.55425165660976,97.47455944403077,82.27848101265823,Buy,39,3.0764771185395334,0.11,405.35,456225193984.0,38.56803,8.444413,0.567,1.754,0.22554001,0.28146,53.77262551548383,169.48773524747108,
JXN,Jackson Financial Inc.,Financial Services,Insurance - Life,Buy,4.150906885229728,A,A+,C-,A-,A+,92.59782970400617,99.59839357429718,24.41713737541258,81.8,100.0,None,3,19.69566421545221,3.44,104.71,7401100288.0,,3.8820302,7.188,,0.00709,0.004,1.1593061916762348,7.478713386241997,
ADAM,"Adamas Trust, Inc.",Real Estate,REIT - Mortgage,Buy,4.121989774943161,A,A+,B+,A-,C+,89.416668819933,100.0,66.6016811471357,83.88429752066116,39.166666666666664,Buy,6,44.33211125158027,10.88,7.91,715652032.0,7.190909,7.119584,189.636,,0.09689,0.47312,13.351178643081262,16.39207689179978,
CDE,"Coeur Mining, Inc.",Basic Materials,Gold,Buy,4.066874237838742,C+,A+,A,A,B,37.96860819916965,96.73913043478261,94.50152207001523,85.51179604261796,63.013698630136986,Buy,8,32.54956201014292,0.0,21.69,13927096320.0,22.83158,10.737624,1.209,2.466,0.26413,0.28301,35.81715489874184,41.119064160689355,
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,Buy,3.996795807411287,C-,B,A+,A+,A+,19.901936623608446,62.01298701298701,98.69104579630896,96.75324675324674,97.40259740259741,Hold,2,-15.968769495434533,0.46,528.97,36468011008.0,75.78366,7.2342715,0.139,0.043,0.37152,0.60308,78.00875230196715,69.50921928776022,
ADEA,Adeia Inc.,Technology,Software - Application,Buy,3.9813701511881003,B,A,A,A,C,56.24936552940742,90.43905517490083,89.9563173286936,92.61869304683898,27.004219409282697,Strong Buy,4,32.26934849147354,0.87,22.87,2504498176.0,23.101011,15.28059,0.533,1.067,0.25327,0.25052,69.15679900637298,46.64987853850921,
INDV,"Indivior Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Buy,3.9725659072141952,B+,A,A,B,B,70.17609778032053,86.09513720742535,89.72222222222223,63.12849162011173,62.22222222222222,Strong Buy,7,51.837783538561254,0.0,30.86,3859513344.0,18.817074,8.982132,0.197,3.762,,0.16949,-12.947815695784094,29.22948527863065,
ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,Buy,3.9597034752097806,A-,N/A,A,A-,C+,83.03469731260058,,85.74556756374938,79.75206611570248,36.666666666666664,Buy,4,6.260769672601962,16.54,17.41,2078491392.0,5.275758,5.537972,,,0.17816,0.85494006,7.9564141481460515,24.497549699567124,
KGC,Kinross Gold Corporation,Basic Materials,Gold,Buy,3.9531974507579752,B-,A,A+,A-,B-,51.098820217091486,92.8743961352657,97.24885844748859,75.21879756468797,45.20547945205479,Buy,11,25.72681426814267,0.41,32.52,39239294976.0,16.676924,9.751066,0.429,2.379,0.31476,0.33897,19.44136913412351,39.981589257789565,
FTAI,FTAI Aviation Ltd.,Industrials,Rental & Leasing Services,Buy,3.952966848730642,D+,A,A,A,A-,13.488310898029795,87.48061294124946,90.88560627215489,92.38683127572017,82.37704918032787,Strong Buy,10,40.92346616065781,0.57,237.15,24325253120.0,51.554348,21.380754,0.327,0.298,2.4116201,0.19983,30.302197802197806,39.92180802687617,
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,Buy,3.945190153787576,B-,B,B+,A+,A,46.76591058148024,58.047724341256675,73.3961099104662,96.34146341463415,92.6829268292683,None,0,,0.48,209.7,13968950272.0,30.747799,5.385208,0.09,-0.101,1.68341,0.078940004,29.39709437696154,69.52257329333165,
BBT,Beacon Financial Corporation,Financial Services,Banks - Regional,Buy,3.943412797322472,B-,A+,C,A,A,48.67556741929356,98.69341619873157,34.271030681430176,92.20000000000002,94.71544715447155,None,7,20.206641168289273,4.48,28.76,2413219072.0,27.92233,7.3608828,2.21,5.008,0.04856,0.17645,8.543059571430312,12.838017804560241,
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,Buy,3.923615634078097,D+,A,A,A+,A-,11.77316497120284,87.29153986609859,87.3379536478128,95.07042253521126,80.28169014084507,Buy,19,12.29447676456159,1.1,142.67,29197381632.0,55.51362,19.847584,0.14,0.942,0.55337,0.0695,21.50895483236448,34.32351983716864,
SNDK,Sandisk Corporation,Technology,Computer Hardware,Buy,3.920526030186534,C+,A+,C+,A+,A,35.21323766500309,95.86188243779301,37.78810202495095,100.0,94.9367088607595,Buy,19,22.9930028118031,0.0,618.82,91338440704.0,,7.1939683,0.612,6.18,-0.09372,-0.11659,165.74765884136607,634.0687753238421,
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,Buy,3.919240989674654,B-,A,B+,A-,A-,51.447496590687706,87.5,66.0,77.11864406779661,84.7457627118644,Buy,13,2.0191853600944443,3.67,50.82,29370548224.0,28.875,17.248459,0.207,,0.09195,0.06845,15.5537578812331,18.85406202267015,
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,Buy,3.9123111722506305,D,A,A-,A+,A-,4.847625945128688,93.62346712988813,81.09350675523925,99.38271604938272,80.32786885245902,Strong Buy,23,0.9217273343884225,0.09,265.38,101533982720.0,78.05294,33.215763,0.227,1.995,0.41809,0.13028,45.957534545017545,95.6774151955841,
DCOM,"Dime Community Bancshares, Inc.",Financial Services,Banks - Regional,Buy,3.908744128277848,B,A+,C+,A-,A-,61.8694472419337,98.79518072289156,37.89790026502772,83.0,81.70731707317073,Buy,5,23.124999999999996,3.13,32.0,1404988416.0,13.559322,7.21696,1.594,,0.07707,0.27002,4.567477533583064,5.070861013212746,
TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Buy,3.89078978462914,B,A,A-,A+,D,58.72192279559224,89.84375,84.19913419913419,99.23076923076923,6.0606060606060606,Buy,8,2.360817477096533,4.22,70.95,11855319040.0,9.061302,15.168813,0.157,7.287,0.37865,0.22615999,43.6373087669951,59.24032252319882,
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,Buy,3.877290094202458,B-,A+,A,B-,A,49.261526818656066,95.48022598870057,93.7719298245614,45.2513966480447,86.11111111111111,Buy,8,32.945248584015104,0.0,63.56,7501160448.0,24.828127,6.45443,0.516,,1.53593,0.22690001,1.452511495542752,-18.018830129309038,
GTY,Getty Realty Corp.,Real Estate,REIT - Retail,Buy,3.857325369226162,B-,B+,A-,A,B-,49.460413089087524,71.51084010840108,80.60040969131879,92.97520661157026,52.5,Buy,7,1.639206781713587,5.87,33.03,1975740032.0,24.466665,22.024258,0.142,0.17,0.07786,0.35716,18.090790324118288,20.054733740937603,
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,Buy,3.8462059361435808,C-,A,B,A,A,22.659070640978612,94.81132075471697,55.38281541098443,90.8450704225352,92.48826291079813,Buy,14,19.485711281673844,2.97,95.11,13380622336.0,,15.197492,0.313,,-0.36355,-0.06858,16.560047378537803,20.894960299250044,
PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,Buy,3.8402381879715644,B,A-,A-,A-,C+,63.37289922544405,82.2461765247835,82.12411238036432,76.21951219512195,42.68292682926829,None,1,20.13729977116705,1.72,34.96,2248713728.0,14.4462805,10.691132,0.2,0.19,0.16555001,0.189,23.69831880206692,1.5456885304300005,
PINE,"Alpine Income Property Trust, Inc.",Real Estate,REIT - Retail,Buy,3.8282954256837156,B,A,C+,A-,A+,55.21299835244365,85.47008547008546,40.25570389206753,80.57851239669422,95.83333333333334,Buy,11,12.535468245425196,6.03,18.58,303084928.0,,47.641026,0.225,,-0.00999,-0.04389,7.678926976905109,26.842745089179697,
RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,Buy,3.8243071754473914,A-,A+,C,B,A+,82.99257154418942,96.58119658119658,27.317934590661867,59.917355371900825,95.0,Buy,8,17.914551607444995,12.18,5.91,738687616.0,,5.8118377,0.931,,-0.06444,-0.3948,9.153405215901333,1.3584606873292548,
HL,Hecla Mining Company,Basic Materials,Other Precious Metals & Mining,Buy,3.821818594823968,D+,A+,A,A-,B+,14.65342537212111,97.13164251207729,87.03957382039574,82.84817351598174,67.12328767123287,Hold,10,27.13102776424745,0.07,20.53,13762282496.0,41.89796,18.761538,0.795,9.515,0.13893,0.22608,19.453330763068056,84.21678009603595,
JHG,Janus Henderson Group plc,Financial Services,Asset Management,Buy,3.820728687754347,B,A,B+,A,D+,63.56588605614684,94.57558741754347,72.79717347121279,92.20000000000002,8.536585365853659,Hold,7,0.9270490176622292,3.18,50.39,7763870208.0,9.634799,10.383589,0.613,2.446,0.16203,0.26342,9.973811295533475,12.08422305220318,
VLY,Valley National Bancorp,Financial Services,Banks - Regional,Buy,3.819746205544951,B+,A,C+,A,B+,66.70552761823872,85.45494193970453,43.667562232736614,85.80000000000001,65.85365853658537,Strong Buy,14,26.174451939291753,3.71,11.86,6613557760.0,11.742574,7.933694,0.383,0.667,0.07846,0.32424998,1.187365329496326,12.186985776665104,
KMT,Kennametal Inc.,Industrials,Tools & Accessories,Buy,3.8149605748560167,B+,A-,C+,A+,B,65.49577223873834,79.5308848770602,38.20852301888017,97.53086419753086,62.295081967213115,Hold,8,-4.218266253869962,2.06,38.76,2953465088.0,27.104895,15.688813,0.098,0.913,0.088649996,0.0543,33.8074844711397,86.19684724162273,
SON,Sonoco Products Company,Consumer Cyclical,Packaging & Containers,Buy,3.814106781813212,A-,A,B-,A,C-,78.52045360440579,94.33962264150944,51.08637007228556,91.54929577464787,17.84037558685446,Buy,8,22.77208949563898,4.02,52.74,5202485760.0,8.893761,8.030233,0.297,,0.19974001,0.13340001,26.959909594790933,14.249120311969964,
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Insurance - Reinsurance,Buy,3.805946435248409,A-,A-,B+,A,F,84.01850297459208,80.52208835341365,66.56856673658196,94.0,2.8455284552845526,Hold,15,9.349258649093905,0.56,291.36,12688039936.0,5.2000713,7.0263433,0.276,,0.19681999,0.20854999,9.826978256010598,19.339139115077963,
RGA,"Reinsurance Group of America, Incorporated",Financial Services,Insurance - Reinsurance,Buy,3.8026465760679455,A-,A,C-,A-,B+,78.9473868049615,87.6973959185157,22.807990504528235,84.8,73.17073170731707,Buy,9,21.734419512195124,1.81,205.0,13471335424.0,11.588468,7.1104417,0.266,2.166,0.097229995,0.049879998,4.148988571339096,6.262050489122228,
DLX,Deluxe Corporation,Industrials,Conglomerates,Buy,3.7997213949265585,A,C+,B-,A,A-,90.88303635348183,35.5346692309283,51.2683248834133,88.88888888888889,81.55737704918032,None,3,22.622635135135138,4.5,26.64,1199004160.0,14.8,6.2001505,0.028,-0.07,0.12630999,0.03849,22.74666375832066,37.99294989752069,
CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,Buy,3.7917249172024157,C+,A,C,A+,A,38.25657510227937,90.83333333333333,29.833333333333332,99.15254237288136,88.13559322033898,Strong Buy,10,7.171209314633509,4.76,37.79,4568963072.0,26.426575,14.451243,0.211,,-0.04025,0.11826,24.768782784102015,42.62010542583339,
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,Buy,3.782109908412126,B,B,A-,A,B-,62.40617530376632,58.87560532687652,82.69005847953217,86.03351955307262,48.333333333333336,Hold,25,5.7845631891433325,4.2,58.95,120050130944.0,17.037573,9.621757,0.013,13.921,0.40442002,0.14637,16.474618397506944,27.190667289339032,
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,Buy,3.7815908310323803,C,A,A,A-,B-,31.270580870951875,88.25828642901814,88.39725930635021,81.81818181818181,50.0,Strong Buy,11,9.299526066350694,3.34,40.09,8949580800.0,25.53503,23.30814,0.551,0.771,0.09166,0.67283994,9.907615027335325,19.46138988414603,
INVA,"Innoviva, Inc.",Healthcare,Biotechnology,Buy,3.779138895884133,A-,A,A,B+,D,77.17947130752285,89.81285310734464,85.16959064327484,73.18435754189944,5.0,Buy,5,51.115157032316816,0.0,21.97,1642676224.0,6.6575756,9.941176,0.248,5.904,0.29095,0.65924,6.547037370619191,13.072566417549725,
NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,Buy,3.774614154221226,B+,A,A-,B-,C+,74.96684520320585,91.400875547217,82.57681712227166,53.30578512396695,41.66666666666667,Buy,11,11.106542480690585,12.72,22.01,15811696640.0,7.537671,7.4304137,1.139,0.811,0.14220001,0.85117996,1.384412324542117,6.030808495123519,
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,Buy,3.773830754700873,B,A,C,B+,A+,63.022862819127674,92.1875,32.077922077922075,68.46153846153845,98.48484848484848,Buy,10,29.508407136439494,4.0,77.91,24510773248.0,,6.194016,0.279,,0.00479,-0.00316,2.642544639289812,2.088722185904923,
PHIN,PHINIA Inc.,Consumer Cyclical,Auto Parts,Buy,3.7703436385192175,B+,A-,C+,A,B+,68.63217755695854,78.86716372489349,39.57999850957597,85.68075117370891,69.48356807511738,Buy,4,35.31430354078926,1.87,64.11,2464559872.0,19.787037,9.602323,0.067,9.212,0.08225001,0.037320003,11.55192664438025,8.709458793381764,
WT,"WisdomTree, Inc.",Financial Services,Asset Management,Buy,3.766203354846292,C-,A-,B+,A,B+,21.949492859473686,82.64097112431627,71.72154073785019,92.4,71.95121951219512,Buy,6,25.770607661822975,0.79,15.14,2144076928.0,20.186666,12.49175,0.332,0.581,0.26825002,0.22103001,29.863174558092997,7.771209599986095,
NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,Buy,3.7611755104590157,B-,A,C+,A-,A,52.838810755972965,85.87570621468927,36.8421052631579,81.00558659217876,91.11111111111111,Buy,13,11.87712264150942,0.0,25.44,4183003648.0,90.85715,16.322445,0.15,31.461,0.01556,0.017280001,15.113120184969663,17.723272936021118,
NEM,Newmont Corporation,Basic Materials,Gold,Buy,3.7568567964822446,B-,B,A,A-,C+,52.49564102014419,64.40217391304347,94.7564687975647,80.06088280060882,43.83561643835616,Buy,20,22.21217679944094,0.89,114.48,124927787008.0,17.915493,10.5745535,0.206,-0.046,0.22343999,0.31254,21.51661014429058,44.438240041399204,
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,Buy,3.7568347173405567,B+,C+,B-,A,A,70.2683803044647,43.99213075060533,53.432748538011694,85.19553072625698,93.88888888888889,Buy,16,23.49572981366461,0.0,180.32,11100563456.0,,7.2270403,0.101,0.032,-0.08467,-0.083450004,9.304721261874182,40.37053602343814,
ENVA,"Enova International, Inc.",Financial Services,Credit Services,Buy,3.7556338933805393,B,B+,B+,A-,B+,60.24985721816788,69.48745207072635,65.94863470074631,75.6,72.35772357723577,Strong Buy,7,43.05760283583193,0.0,135.41,3386647552.0,11.75434,7.215709,0.229,0.305,0.24343,0.20684,-4.236205201585452,15.262168991084035,
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,Buy,3.7377614020877745,B-,A-,A,A+,F,50.34784301955824,82.09541062801932,87.91856925418568,95.84284627092846,2.73972602739726,Hold,19,-28.13467647058824,1.66,136.0,21212551168.0,15.16165,18.487404,0.228,0.371,0.23401,0.20538999,79.689886675909,59.690626930535814,
OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,Buy,3.737145851697088,C+,A-,A,A-,B-,38.22112406719046,76.11528038357307,90.31715758988486,80.9917355371901,48.333333333333336,Buy,16,1.7561983471074516,5.54,48.4,14702952448.0,24.948454,23.014303,0.143,0.346,0.11984,0.49591,10.472044962799455,17.46527406808851,
TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,Buy,3.730868991007898,B,B,B+,A-,A-,57.88026947283886,56.60377358490566,71.00603621730382,77.93427230046949,77.93427230046949,Strong Buy,12,24.82696548761276,3.21,69.83,4357234176.0,20.29942,8.211295,0.056,,,0.0572,1.0608273537703994,12.35434254336798,
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,Buy,3.7205795874937264,D+,A,B+,A+,B-,10.940944071933947,94.9965878776599,72.26231984676568,97.53086419753086,53.278688524590166,None,5,23.47134870719776,0.16,1373.76,48455196672.0,47.617332,31.01187,0.417,1.295,0.49238998,0.112349994,34.57289360837339,79.80176505056096,
UNIT,Uniti Group Inc.,Real Estate,REIT - Specialty,Buy,3.7177890113104852,B+,A+,B,A-,D,73.73674713147687,98.29059829059828,61.15702479338843,82.23140495867769,5.0,Hold,9,2.7280051150895046,0.0,7.82,1869552640.0,1.6057496,-11.014085,2.127,,,0.58389,15.851851851851851,9.985933237031453,
MPT,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,Buy,3.714325728200921,B+,A,B-,B-,A,68.4985725625171,88.03418803418803,50.8003108003108,52.06611570247934,89.16666666666667,Hold,7,15.483233532934126,7.19,5.01,3013515264.0,,37.11111,0.254,,-0.05845,-0.25896,-5.845738095705366,12.53579848047619,
TMP,Tompkins Financial Corporation,Financial Services,Banks - Regional,Buy,3.7124036789128936,B+,A+,B+,A-,F,70.55828763847856,98.06556542913737,67.34733850381284,81.0,2.4390243902439024,None,2,13.5752688172043,3.6,74.4,1073731904.0,6.6192174,9.24798,1.561,3.866,0.19502,0.37022,0.6167344701285771,7.579393354909336,
SCHL,Scholastic Corporation,Communication Services,Publishing,Buy,3.7114232595291594,B,B-,C+,A,A+,64.52824905711154,52.502111486486484,37.80663780663781,90.0,95.45454545454545,Hold,2,7.398568019093066,2.39,33.52,852805504.0,,15.886257,0.012,0.269,-0.0035499998,-0.0021,20.091369333910713,23.980251917714558,
GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,Buy,3.7065309789654157,B-,B,A,B+,B,54.363385224785134,58.75026057952887,93.34322243413153,71.48760330578513,56.666666666666664,Buy,23,12.426736972704733,6.45,48.36,13696609280.0,16.39322,14.588235,0.045,0.192,0.17617,0.51739,15.44521533688632,3.41869438881508,
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,Buy,3.7029482492021066,B-,B+,B,B+,A,54.814426646824344,74.57627118644068,55.27485380116959,71.22905027932961,85.55555555555556,Buy,23,50.59509057050957,0.0,59.07,11360540672.0,32.816666,8.771903,0.17,,0.05941,0.10831001,9.999998437181778,5.651940907193831,
VIRT,"Virtu Financial, Inc.",Financial Services,Capital Markets,Buy,3.7003597971569486,B,A-,A-,A,D+,64.98548824987334,76.84039324719694,75.09714192803602,90.4,10.16260162601626,Hold,7,14.156062515754986,2.42,39.67,8519383040.0,7.732943,7.7856364,0.229,0.497,0.5272,0.16461,11.544356602908401,8.330658519615564,
LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,Buy,3.6921932906770256,B+,A+,B+,B-,B-,71.30552712354697,97.2728947853326,68.09817845013893,50.609756097560975,48.78048780487805,Buy,3,26.813750745378663,0.0,83.85,3677545984.0,12.880183,9.234581,0.478,1.083,0.22257,0.12661,33.68941066334372,-47.94512102877657,
VCTR,"Victory Capital Holdings, Inc.",Financial Services,Asset Management,Buy,3.6908665101854274,B-,B+,B+,B+,A-,49.473204144554806,66.77297424994094,73.69140367136563,68.6,80.89430894308943,Buy,5,10.726643598615905,2.95,66.47,4316260352.0,16.291668,8.714474,0.61,0.154,0.18614,0.2527,5.513654601134532,-4.565133607737537,
NLCP,"NewLake Capital Partners, Inc.",Real Estate,REIT - Specialty,Buy,3.68859612670932,A-,C,A-,A,C,78.83731998450685,33.67208672086721,81.5299851663488,94.62809917355372,31.666666666666664,None,2,-0.7046764894298452,10.74,15.61,326643488.0,12.291339,13.692983,-0.014,-0.001,0.06703,0.51532,26.149395617383075,20.05892060839407,
PAHC,Phibro Animal Health Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,Buy,3.6858257986820333,B,A,B,A,C+,55.26167239340712,88.44582324455206,57.19298245614035,85.19553072625699,37.77777777777778,None,4,-1.0204081632653073,0.98,49.0,1986201088.0,21.681416,14.566989,0.209,7.52,0.31801,0.06289,23.182228540445116,19.55829244137992,
MCW,"Mister Car Wash, Inc.",Consumer Cyclical,Auto & Truck Dealerships,Buy,3.6785460896784725,C+,B+,B,A+,B,42.04410000081119,70.830797321972,56.802518816603325,95.77464788732394,60.56338028169014,None,9,1.3729885057471192,0.0,6.96,2286214400.0,22.451612,12.8186245,0.04,1.985,0.09672,0.098009996,28.41328232524798,26.086956957412653,
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,Buy,3.6782732108543286,B-,A,B-,A,B-,46.14224119561434,88.67924528301887,48.20210149787614,94.36619718309859,45.07042253521127,Buy,13,13.719970821851213,1.3,61.69,16532130816.0,18.69394,13.652216,0.162,,0.16122,0.069299996,29.525514903072892,21.528176945462608,
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,Buy,3.667919684848765,D+,A,B+,A+,B,10.85356320582185,85.12441399206637,73.8922000518269,96.21228238130695,57.80590717299579,Buy,17,7.257866089808451,0.17,286.61,44870500352.0,82.596535,35.343372,0.439,0.814,0.19734,0.17368001,40.54695683932499,148.3095677178722,
RRX,Regal Rexnord Corporation,Industrials,Specialty Industrial Machinery,Buy,3.659238091895136,B,B+,C+,A,A,56.25093135054573,66.2949521268896,37.23483092047339,86.21399176954732,86.47540983606558,Strong Buy,11,25.731007834568032,0.75,187.63,12477317120.0,44.673813,14.241302,0.043,0.547,0.0428,0.0471,22.66359156106963,30.09690074373008,
PRAA,"PRA Group, Inc.",Financial Services,Credit Services,Buy,3.6455441651898735,A-,A-,B-,B-,A,83.05096901490202,76.92898289992549,46.66428824610181,46.8,87.39837398373984,Buy,1,54.211150652431805,0.0,16.86,657800384.0,,5.686341,0.137,2.113,-0.25965,-0.2539,-6.696179940560809,-2.6558874303079905,
AIR,AAR Corp.,Industrials,Aerospace & Defense,Buy,3.6385656485475497,B-,A-,C,A,B+,50.865220153209336,81.89300411522635,28.515713264623827,90.32921810699588,74.18032786885246,Strong Buy,5,15.436500289073042,0.0,103.78,4106834944.0,40.539062,18.859283,0.159,,0.06862,0.03171,26.176291793313066,37.78544931025998,
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,Buy,3.6289111100830307,C,B+,A-,A,C+,33.9256196032832,67.71589991928974,84.2046783625731,88.54748603351955,42.77777777777778,Buy,29,-4.827619021724361,2.67,367.79,198263701504.0,25.82795,15.800806,0.086,1.121,1.0610299,0.20982,17.426114285758842,31.920850178631134,
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,Buy,3.6253518471710424,C,A-,A-,A-,B-,28.81747713698178,76.05519480519482,81.25085440874913,82.46753246753246,51.94805194805194,Strong Buy,9,6.77057313943541,2.37,35.07,6150213632.0,19.163935,15.013356,0.155,0.954,0.22898,0.21632999,35.33970628275376,43.49698985964332,
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,Buy,3.6230035018012563,B,B-,C+,A,A,59.150230436702394,47.40566037735849,38.807809821894324,91.07981220657277,91.54929577464789,Buy,14,29.956734616117366,1.3,52.49,11229086720.0,41.007816,8.962263,0.039,,0.05919,0.01935,20.968428330018128,19.148160966766948,
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,Buy,3.621227129684388,C+,C,A-,A,A-,44.013395630904014,32.82889426957224,80.69005847953217,87.43016759776536,81.11111111111111,Buy,9,12.394942228035767,2.05,45.87,26531631104.0,25.769663,8.420485,0.048,0.09,0.13204001,0.32417,20.518064662266045,26.340484142435084,
INSW,"International Seaways, Inc.",Energy,Oil & Gas Midstream,Buy,3.6209477887521233,B-,A,A-,A-,D+,48.638637640495226,87.01298701298701,79.14217361585784,82.46753246753246,12.987012987012985,Strong Buy,5,12.676056338028175,6.56,66.74,3298794240.0,10.71268,15.136841,0.376,2.544,0.15956001,0.36673,35.320357690521,44.71419693730647,
AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Buy,3.6170557104006513,B,B,B-,B+,A,60.789379974896484,63.84180790960452,47.361111111111114,70.11173184357541,90.0,Buy,5,38.67106892282295,0.0,12.115,3811731456.0,55.06818,10.368348,0.115,,,0.02387,-0.7780510880439739,20.06937380365388,
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Buy,3.6164730123891524,C,B+,B+,A,B-,25.292362072856438,73.93617021276596,73.21428571428572,91.79431266177357,53.16455696202531,None,21,27.10675704583132,0.77,373.98,83781009408.0,42.30543,18.853249,0.215,0.677,,0.19586,25.43863213428079,91.11990291303775,
EZPW,"EZCORP, Inc.",Financial Services,Credit Services,Buy,3.6141361409089865,B-,B+,B-,A+,B-,47.276744122864315,69.36706100419778,50.75735882802464,99.19999999999999,47.15447154471545,None,5,26.250962278675892,0.0,25.98,1602893824.0,16.54777,12.79803,0.193,0.382,0.12974,0.09198,23.479082079445067,52.913480576758,
BTSG,"BrightSpring Health Services, Inc.",Healthcare,Health Information Services,Buy,3.6120964013478414,C+,A,C,A-,A,36.007935511987604,90.45096852300242,28.491228070175442,84.91620111731842,87.22222222222223,Strong Buy,15,31.987577639751553,0.0,38.64,7422139392.0,80.5,20.333416,0.293,3.383,0.05924,0.01477,9.772724893467544,38.04930445148189,
NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,Buy,3.6099072667056307,B+,A,B,A-,D,65.88812585232807,93.33333333333333,56.0,84.74576271186442,6.779661016949152,None,6,1.2518409425625876,3.5,54.32,5477910528.0,16.817337,15.83886,0.23,,0.13659,0.15179,22.099632577709592,18.013419703968236,
OUT,OUTFRONT Media Inc.,Real Estate,REIT - Specialty,Buy,3.6072676371269496,C+,B,B-,A,B+,41.133285242639445,58.687721492599536,54.35191071554708,93.38842975206612,73.33333333333333,Buy,6,9.583952451708754,4.46,26.92,4739270656.0,32.82927,22.87676,0.041,0.247,0.19369,0.080249995,14.86252719919705,47.112785788782574,
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,Buy,3.606034020429039,D,A+,C+,A+,A-,3.3124968897492435,95.55084745762711,42.76200347980602,98.94869340141119,80.59071729957806,Buy,22,7.1788537389017915,0.0,616.09,43988828160.0,178.57681,42.808586,0.655,,0.29275,0.11951,68.33060109289619,273.6596201812842,
